amount_p,posx1_p,posx2_p,posx3_p,posx4_p,posx5_p,center_to_center_p,edge_to_edge_p,w_p,stim_lengt_p,eccentricity_p,line1_p,line2_p,line3_p,line4_p,line5_p,amount,posx1,posx2,posx3,posx4,posx5,center_to_center,edge_to_edge,w,stim_length,eccentricity,trial_type,deg_to_pix_index,posx1_in_pix,posx2_in_pix,posx3_in_pix,posx4_in_pix,posx5_in_pix,line1,line2,line3,line4,line5,posx,setsize_cobdi,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,first.thisRepN,first.thisTrialN,first.thisN,first.thisIndex,second.thisRepN,second.thisTrialN,second.thisN,second.thisIndex,thisRow.t,notes,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.rt,response,starting_width_deg,response_width_degree,response_width_pixel,next_5.keys,next_5.rt,key_resp_4.keys,key_resp_4.rt,text_3.started,text_4.started,key_resp_2.started,text_2.started,key_resp_2.keys,key_resp_2.rt,adjusting.started,next.keys,next.rt,text_control2.started,key_resp.started,key_resp.corr,text_bye.started,text_bye.stopped,participant,age,gender,resp_group,date,expName,psychopyVersion,frameRate
,,,,,,,,,,,,,,,,4,8.65,9.55,10.45,11.35,0,0.9,0.65,0.25,2.95,10,initial,36.05,312,344,377,409,0,9,9,9,9,0,,,,,,,2,0,2,0,0,5,5,30,,,,,,,,,,,,,,4,1.2380647,4,0.45,0.2,7.20859,return,1.2516197,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,9.1,9.7,10.3,10.9,0,0.6,0.2,0.4,2.2,10,match,36.05,328,350,371,393,0,9,9,9,9,0,,,,,,,2,0,2,0,0,6,6,16,,,,,,,,,,,,,,4,0.9680205,4,0.2,0.3,10.81288,return,1.1512914,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.825,9.608333333,10.39166667,11.175,0,0.783333333,0.533333333,0.25,2.6,10,match,36.05,318,346,375,403,0,9,9,9,9,0,,,,,,,2,0,2,0,0,7,7,5,,,,,,,,,,,,,,4,0.9007982,4,0.45,0.2,7.20859,return,1.7281428,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,9.1,10,10.9,0,0,0.9,0.35,0.55,2.35,10,initial,36.05,328,361,393,0,0,9,9,9,0,0,,,,,,,2,0,2,0,0,8,8,11,,,,,,,,,,,,,,3,1.0765769,3,0.4,0.45,16.21932,return,1.1446117,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.95,9.65,10.35,11.05,0,0.7,0.15,0.55,2.65,10,initial,36.05,323,348,373,398,0,9,9,9,9,0,,,,,,,2,0,2,0,0,9,9,23,,,,,,,,,,,,,,4,2.5636936,4,0.2,0.55,19.82361,return,2.059748,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.65,9.325,10,10.675,11.35,0.675,0.425,0.25,2.95,10,match,36.05,312,336,361,385,409,9,9,9,9,9,,,,,,,2,0,2,0,0,10,10,31,,,,,,,,,,,,,,6,1.0046362,6,0.5,0.25,9.01073,return,2.8029914,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.9,9.633333333,10.36666667,11.1,0,0.733333333,0.483333333,0.25,2.45,10,match,36.05,321,347,374,400,0,9,9,9,9,0,,,,,,,2,0,2,0,0,11,11,3,,,,,,,,,,,,,,5,1.0431976,5,0.55,0.25,9.01073,return,1.5611595,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.6,10,11.4,0,0,1.4,1.15,0.25,3.05,10,match,36.05,310,361,411,0,0,9,9,9,0,0,,,,,,,2,0,2,0,0,12,12,43,,,,,,,,,,,,,,3,1.1858637,3,0.45,0.2,7.20859,return,1.4253037,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,7.8,8.9,10,11.1,12.2,1.1,0.85,0.25,4.65,10,initial,36.05,281,321,361,400,440,9,9,9,9,9,,,,,,,2,0,2,0,0,13,13,36,,,,,,,,,,,,,,5,1.3385223,5,0.45,0.2,7.20859,return,1.188869,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,7.8,10,12.2,0,0,2.2,1.95,0.25,4.65,10,match,36.05,281,361,440,0,0,9,9,9,0,0,,,,,,,2,0,2,0,0,14,14,37,,,,,,,,,,,,,,3,2.1566365,3,0.35,0.2,7.20859,return,2.0048095,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.6,10,11.4,0,0,1.4,0.85,0.55,3.35,10,match,36.05,310,361,411,0,0,9,9,9,0,0,,,,,,,2,0,2,0,0,15,15,41,,,,,,,,,,,,,,3,2.1672779,3,0.25,0.65,23.4279,return,2.8163394,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,9.3,10,10.7,0,0,0.7,0.45,0.25,1.65,10,initial,36.05,335,361,386,0,0,9,9,9,0,0,,,,,,,2,0,2,0,0,16,16,7,,,,,,,,,,,,,,3,1.2498554,3,0.35,0.15,5.40644,return,1.3279397,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,7.8,10,12.2,0,0,2.2,1.65,0.55,4.95,10,match,36.05,281,361,440,0,0,9,9,9,0,0,,,,,,,2,0,2,0,0,17,17,35,,,,,,,,,,,,,,3,1.1954912,3,0.35,0.65,23.4279,return,2.2017892,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.2,9.1,10,10.9,11.8,0.9,0.5,0.4,4,10,initial,36.05,296,328,361,393,425,9,9,9,9,9,,,,,,,2,0,2,0,0,18,18,50,,,,,,,,,,,,,,5,2.4372558,5,0.45,0.55,19.82361,return,1.0267717,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.95,9.475,10,10.525,11.05,0.525,0.275,0.25,2.35,10,match,36.05,323,342,361,379,398,9,9,9,9,9,,,,,,,2,0,2,0,0,19,19,25,,,,,,,,,,,,,,5,1.4019095,5,0.5,0.2,7.20859,return,2.049116,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.65,9.55,10.45,11.35,0,0.9,0.5,0.4,3.1,10,initial,36.05,312,344,377,409,0,9,9,9,9,0,,,,,,,2,0,2,0,0,20,20,32,,,,,,,,,,,,,,4,1.6889952,4,0.2,0.45,16.21932,return,2.4355633,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.95,9.475,10,10.525,11.05,0.525,0.125,0.4,2.5,10,match,36.05,323,342,361,379,398,9,9,9,9,9,,,,,,,2,0,2,0,0,21,21,27,,,,,,,,,,,,,,5,1.2989355,5,0.25,0.45,16.21932,return,1.1820023,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.2,10,11.8,0,0,1.8,1.55,0.25,3.85,10,match,36.05,296,361,425,0,0,9,9,9,0,0,,,,,,,2,0,2,0,0,22,22,49,,,,,,,,,,,,,,3,1.4563861,3,0.45,0.2,7.20859,return,1.3977682,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.35,9.175,10,10.825,11.65,0.825,0.275,0.55,3.85,10,match,36.05,301,331,361,390,420,9,9,9,9,9,,,,,,,2,0,2,0,0,23,23,18,,,,,,,,,,,,,,6,1.8392015,6,0.2,0.45,16.21932,return,4.2760196,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,7.8,8.9,10,11.1,12.2,1.1,0.7,0.4,4.8,10,initial,36.05,281,321,361,400,440,9,9,9,9,9,,,,,,,2,0,2,0,0,24,24,38,,,,,,,,,,,,,,6,1.1323548,6,0.35,0.35,12.61502,return,0.9420769,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,9.1,10,10.9,0,0,0.9,0.5,0.4,2.2,10,initial,36.05,328,361,393,0,0,9,9,9,0,0,,,,,,,2,0,2,0,0,25,25,15,,,,,,,,,,,,,,3,1.6792267,3,0.2,0.35,12.61502,return,1.3866401,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,9.1,10,10.9,0,0,0.9,0.65,0.25,2.05,10,initial,36.05,328,361,393,0,0,9,9,9,0,0,,,,,,,2,0,2,0,0,26,26,13,,,,,,,,,,,,,,3,1.3069951,3,0.2,0.2,7.20859,return,0.9494277,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.2,9.1,10,10.9,11.8,0.9,0.35,0.55,4.15,10,initial,36.05,296,328,361,393,425,9,9,9,9,9,,,,,,,2,0,2,0,0,27,27,46,,,,,,,,,,,,,,5,1.0359056,5,0.45,0.45,16.21932,return,0.9466307,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.95,9.65,10.35,11.05,0,0.7,0.45,0.25,2.35,10,initial,36.05,323,348,373,398,0,9,9,9,9,0,,,,,,,2,0,2,0,0,28,28,24,,,,,,,,,,,,,,4,1.2192915,4,0.25,0.2,7.20859,return,0.8972933,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,9.3,9.766666667,10.23333333,10.7,0,0.466666667,0.216666667,0.25,1.65,10,match,36.05,335,352,369,386,0,9,9,9,9,0,,,,,,,2,0,2,0,0,29,29,8,,,,,,,,,,,,,,4,3.0384217,4,0.55,0.2,7.20859,return,2.2438774,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.65,9.325,10,10.675,11.35,0.675,0.125,0.55,3.25,10,match,36.05,312,336,361,385,409,9,9,9,9,9,,,,,,,2,0,2,0,0,30,30,29,,,,,,,,,,,,,,5,1.5653915,5,0.3,0.6,21.62576,return,1.4698735,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.65,9.55,10.45,11.35,0,0.9,0.35,0.55,3.25,10,initial,36.05,312,344,377,409,0,9,9,9,9,0,,,,,,,2,0,2,0,0,31,31,28,,,,,,,,,,,,,,4,1.1423876,4,0.5,0.5,18.02146,return,0.6157985,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.35,9.45,10.55,11.65,0,1.1,0.55,0.55,3.85,10,initial,36.05,301,341,380,420,0,9,9,9,9,0,,,,,,,2,0,2,0,0,32,32,17,,,,,,,,,,,,,,5,1.1513288,5,0.5,0.5,18.02146,return,0.5612502,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.35,9.45,10.55,11.65,0,1.1,0.7,0.4,3.7,10,initial,36.05,301,341,380,420,0,9,9,9,9,0,,,,,,,2,0,2,0,0,33,33,21,,,,,,,,,,,,,,4,1.201355,4,0.3,0.4,14.41717,return,1.5361145,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.275,9.1375,10,10.8625,11.725,0.8625,0.6125,0.25,3.7,10,match,36.05,298,329,361,392,423,9,9,9,9,9,,,,,,,2,0,2,0,0,34,34,22,,,,,,,,,,,,,,5,1.5323243,5,0.25,0.2,7.20859,return,0.8772047,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,7.8,8.9,10,11.1,12.2,1.1,0.55,0.55,4.95,10,initial,36.05,281,321,361,400,440,9,9,9,9,9,,,,,,,2,0,2,0,0,35,35,34,,,,,,,,,,,,,,5,1.1389544,5,0.45,0.45,16.21932,return,1.0132761,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,9.3,10,10.7,0,0,0.7,0.3,0.4,1.8,10,initial,36.05,335,361,386,0,0,9,9,9,0,0,,,,,,,2,0,2,0,0,36,36,9,,,,,,,,,,,,,,3,1.20551,3,0.35,0.3,10.81288,return,1.2032191,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.2,9.1,10,10.9,11.8,0.9,0.65,0.25,3.85,10,initial,36.05,296,328,361,393,425,9,9,9,9,9,,,,,,,2,0,2,0,0,37,37,48,,,,,,,,,,,,,,5,2.2825331,5,0.55,0.25,9.01073,return,1.6467787,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.6,9.3,10,10.7,11.4,0.7,0.3,0.4,3.2,10,initial,36.05,310,335,361,386,411,9,9,9,9,9,,,,,,,2,0,2,0,0,38,38,44,,,,,,,,,,,,,,5,1.1743496,5,0.25,0.3,10.81288,return,1.3342259,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,9.3,10,10.7,0,0,0.7,0.15,0.55,1.95,10,initial,36.05,335,361,386,0,0,9,9,9,0,0,,,,,,,2,0,2,0,0,39,39,6,,,,,,,,,,,,,,2,2.3398464,2,0.25,0.5,18.02146,return,2.7415899,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,9.3,9.766666667,10.23333333,10.7,0,0.466666667,0.066666667,0.4,1.8,10,match,36.05,335,352,369,386,0,9,9,9,9,0,,,,,,,2,0,2,0,0,40,40,10,,,,,,,,,,,,,,4,1.4858948,4,0.2,0.3,10.81288,return,1.3612442,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.9,10,11.1,0,0,1.1,0.55,0.55,2.75,10,initial,36.05,321,361,400,0,0,9,9,9,0,0,,,,,,,2,0,2,0,0,41,41,0,,,,,,,,,,,,,,3,0.9972904,3,0.25,0.45,16.21932,return,2.0758955,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.95,9.65,10.35,11.05,0,0.7,0.3,0.4,2.5,10,initial,36.05,323,348,373,398,0,9,9,9,9,0,,,,,,,2,0,2,0,0,42,42,26,,,,,,,,,,,,,,4,1.1674226,4,0.4,0.3,10.81288,return,1.279213,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.6,9.3,10,10.7,11.4,0.7,0.45,0.25,3.05,10,initial,36.05,310,335,361,386,411,9,9,9,9,9,,,,,,,2,0,2,0,0,43,43,42,,,,,,,,,,,,,,5,1.1992978,5,0.3,0.2,7.20859,return,1.6636469,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.2,10,11.8,0,0,1.8,1.4,0.4,4,10,match,36.05,296,361,425,0,0,9,9,9,0,0,,,,,,,2,0,2,0,0,44,44,51,,,,,,,,,,,,,,3,1.1584904,3,0.4,0.4,14.41717,return,1.2059506,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.9,9.633333333,10.36666667,11.1,0,0.733333333,0.183333333,0.55,2.75,10,match,36.05,321,347,374,400,0,9,9,9,9,0,,,,,,,2,0,2,0,0,45,45,1,,,,,,,,,,,,,,5,1.8527397,5,0.35,0.35,12.61502,return,0.9946101,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.9,10,11.1,0,0,1.1,0.85,0.25,2.45,10,initial,36.05,321,361,400,0,0,9,9,9,0,0,,,,,,,2,0,2,0,0,46,46,2,,,,,,,,,,,,,,3,1.0592964,3,0.3,0.15,5.40644,return,1.6871525,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.9,10,11.1,0,0,1.1,0.7,0.4,2.6,10,initial,36.05,321,361,400,0,0,9,9,9,0,0,,,,,,,2,0,2,0,0,47,47,4,,,,,,,,,,,,,,3,1.4834174,3,0.2,0.35,12.61502,return,1.4708173,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,9.1,9.7,10.3,10.9,0,0.6,0.35,0.25,2.05,10,match,36.05,328,350,371,393,0,9,9,9,9,0,,,,,,,2,0,2,0,0,48,48,14,,,,,,,,,,,,,,4,1.4833199,4,0.35,0.2,7.20859,return,1.343293,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.35,9.175,10,10.825,11.65,0.825,0.575,0.25,3.55,10,match,36.05,301,331,361,390,420,9,9,9,9,9,,,,,,,2,0,2,0,0,49,49,20,,,,,,,,,,,,,,5,1.3927546,5,0.5,0.2,7.20859,return,3.9447798,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.35,9.45,10.55,11.65,0,1.1,0.85,0.25,3.55,10,initial,36.05,301,341,380,420,0,9,9,9,9,0,,,,,,,2,0,2,0,0,50,50,19,,,,,,,,,,,,,,4,1.1599078,4,0.35,0.2,7.20859,return,2.3753899,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.6,9.3,10,10.7,11.4,0.7,0.15,0.55,3.35,10,initial,36.05,310,335,361,386,411,9,9,9,9,9,,,,,,,2,0,2,0,0,51,51,40,,,,,,,,,,,,,,5,3.1684735,5,0.55,0.4,14.41717,return,2.0633272,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1555.157689,1555.157689,1555.157689,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,7.8,8.9,10,11.1,12.2,1.1,0.55,0.55,4.95,10,initial,36.05,281,321,361,400,440,9,9,9,9,9,,,,,,,3,0,3,0,0,0,0,34,,,,,,,,,,,,,,5,1.3625456,5,0.25,0.45,16.21932,return,1.6439956,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.65,9.325,10,10.675,11.35,0.675,0.125,0.55,3.25,10,match,36.05,312,336,361,385,409,9,9,9,9,9,,,,,,,3,0,3,0,0,1,1,29,,,,,,,,,,,,,,5,1.6858391,5,0.35,0.45,16.21932,return,1.7621957,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.6,10,11.4,0,0,1.4,0.85,0.55,3.35,10,match,36.05,310,361,411,0,0,9,9,9,0,0,,,,,,,3,0,3,0,0,2,2,41,,,,,,,,,,,,,,3,1.1406716,3,0.2,0.55,19.82361,return,1.573926,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.95,9.65,10.35,11.05,0,0.7,0.3,0.4,2.5,10,initial,36.05,323,348,373,398,0,9,9,9,9,0,,,,,,,3,0,3,0,0,3,3,26,,,,,,,,,,,,,,4,1.1519949,4,0.4,0.3,10.81288,return,0.8491908,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,9.1,9.7,10.3,10.9,0,0.6,0.05,0.55,2.35,10,match,36.05,328,350,371,393,0,9,9,9,9,0,,,,,,,3,0,3,0,0,4,4,12,,,,,,,,,,,,,,4,2.0377197,4,0.55,0.55,19.82361,return,1.1231366,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.825,9.608333333,10.39166667,11.175,0,0.783333333,0.533333333,0.25,2.6,10,match,36.05,318,346,375,403,0,9,9,9,9,0,,,,,,,3,0,3,0,0,5,5,5,,,,,,,,,,,,,,4,1.082405,4,0.35,0.2,7.20859,return,0.972953,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.2,9.1,10,10.9,11.8,0.9,0.35,0.55,4.15,10,initial,36.05,296,328,361,393,425,9,9,9,9,9,,,,,,,3,0,3,0,0,6,6,46,,,,,,,,,,,,,,5,0.9519034,5,0.4,0.45,16.21932,return,0.8008879,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.65,9.325,10,10.675,11.35,0.675,0.425,0.25,2.95,10,match,36.05,312,336,361,385,409,9,9,9,9,9,,,,,,,3,0,3,0,0,7,7,31,,,,,,,,,,,,,,6,1.1919769,6,0.5,0.2,7.20859,return,1.5592538,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,9.1,10,10.9,0,0,0.9,0.5,0.4,2.2,10,initial,36.05,328,361,393,0,0,9,9,9,0,0,,,,,,,3,0,3,0,0,8,8,15,,,,,,,,,,,,,,3,1.6381854,3,0.4,0.4,14.41717,return,1.1220037,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,9.1,9.7,10.3,10.9,0,0.6,0.35,0.25,2.05,10,match,36.05,328,350,371,393,0,9,9,9,9,0,,,,,,,3,0,3,0,0,9,9,14,,,,,,,,,,,,,,5,1.8274682,5,0.4,0.2,7.20859,return,1.3041864,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,7.8,8.9,10,11.1,12.2,1.1,0.85,0.25,4.65,10,initial,36.05,281,321,361,400,440,9,9,9,9,9,,,,,,,3,0,3,0,0,10,10,36,,,,,,,,,,,,,,5,1.4156136,5,0.55,0.15,5.40644,return,2.8939293,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.2,9.1,10,10.9,11.8,0.9,0.5,0.4,4,10,initial,36.05,296,328,361,393,425,9,9,9,9,9,,,,,,,3,0,3,0,0,11,11,50,,,,,,,,,,,,,,6,2.1255327,6,0.55,0.35,12.61502,return,1.5114446,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.65,9.55,10.45,11.35,0,0.9,0.5,0.4,3.1,10,initial,36.05,312,344,377,409,0,9,9,9,9,0,,,,,,,3,0,3,0,0,12,12,32,,,,,,,,,,,,,,4,1.2614742,4,0.4,0.35,12.61502,return,1.0666252,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.6,9.3,10,10.7,11.4,0.7,0.15,0.55,3.35,10,initial,36.05,310,335,361,386,411,9,9,9,9,9,,,,,,,3,0,3,0,0,13,13,40,,,,,,,,,,,,,,5,1.0752778,5,0.2,0.4,14.41717,return,1.4634658,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.9,10,11.1,0,0,1.1,0.55,0.55,2.75,10,initial,36.05,321,361,400,0,0,9,9,9,0,0,,,,,,,3,0,3,0,0,14,14,0,,,,,,,,,,,,,,3,1.2059238,3,0.5,0.5,18.02146,return,1.6202808,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.95,9.65,10.35,11.05,0,0.7,0.45,0.25,2.35,10,initial,36.05,323,348,373,398,0,9,9,9,9,0,,,,,,,3,0,3,0,0,15,15,24,,,,,,,,,,,,,,4,1.2909057,4,0.2,0.2,7.20859,return,0.9183158,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
