amount_p,posx1_p,posx2_p,posx3_p,posx4_p,posx5_p,center_to_center_p,edge_to_edge_p,w_p,stim_lengt_p,eccentricity_p,line1_p,line2_p,line3_p,line4_p,line5_p,amount,posx1,posx2,posx3,posx4,posx5,center_to_center,edge_to_edge,w,stim_length,eccentricity,trial_type,deg_to_pix_index,posx1_in_pix,posx2_in_pix,posx3_in_pix,posx4_in_pix,posx5_in_pix,line1,line2,line3,line4,line5,posx,setsize_cobdi,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,first.thisRepN,first.thisTrialN,first.thisN,first.thisIndex,second.thisRepN,second.thisTrialN,second.thisN,second.thisIndex,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.rt,response,starting_width_deg,starting_space_deg,response_width_degree,response_spacing_degree,response_width_pixel,response_spacing_pixel,next_5.keys,next_5.rt,key_resp_4.keys,key_resp_4.rt,text_3.started,text_4.started,key_resp_2.started,text_2.started,key_resp_2.keys,key_resp_2.rt,adjusting.started,next.keys,next.rt,text_control2.started,key_resp.started,key_resp.corr,text_bye.started,text_bye.stopped,participant,age,gender,resp_group,date,expName,psychopyVersion,frameRate
,,,,,,,,,,,,,,,,3,8.2,10,11.8,0,0,1.8,1.55,0.25,3.85,10,match,36.05,296,361,425,0,0,9,9,9,0,0,,,,,,,3,0,3,0,0,9,9,49,,,,,,,,,,,,num_3,0.9439814,num_3,0.25,1.3,0.15,1.95,5.73083,74.50073,return,6.3292367,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,4,8.65,9.55,10.45,11.35,0,0.9,0.35,0.55,3.25,10,initial,36.05,312,344,377,409,0,9,9,9,9,0,,,,,,,3,0,3,0,0,10,10,28,,,,,,,,,,,,num_3,1.02969,num_3,0.45,0.9,0.35,1,13.37193,38.2055,return,4.0890479,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,3,8.6,10,11.4,0,0,1.4,0.85,0.55,3.35,10,match,36.05,310,361,411,0,0,9,9,9,0,0,,,,,,,3,0,3,0,0,11,11,41,,,,,,,,,,,,num_3,1.0244987,num_3,0.55,0.8,0.45,1.95,17.19248,74.50073,return,6.6261241,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,5,7.8,8.9,10,11.1,12.2,1.1,0.7,0.4,4.8,10,initial,36.05,281,321,361,400,440,9,9,9,9,9,,,,,,,3,0,3,0,0,12,12,38,,,,,,,,,,,,num_4,0.9163131,num_4,0.35,1,0.35,1.8,13.37193,68.76991,return,2.2066211,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,5,8.6,9.3,10,10.7,11.4,0.7,0.45,0.25,3.05,10,initial,36.05,310,335,361,386,411,9,9,9,9,9,,,,,,,3,0,3,0,0,13,13,42,,,,,,,,,,,,num_4,0.952803,num_4,0.45,1.2,0.3,0.7,11.46165,26.74385,return,2.911035,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,3,8.9,10,11.1,0,0,1.1,0.7,0.4,2.6,10,initial,36.05,321,361,400,0,0,9,9,9,0,0,,,,,,,3,0,3,0,0,14,14,4,,,,,,,,,,,,num_3,0.7684784,num_3,0.2,0.5,0.25,0.75,9.55138,28.65413,return,2.5256658,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,3,7.8,10,12.2,0,0,2.2,1.8,0.4,4.8,10,match,36.05,281,361,440,0,0,9,9,9,0,0,,,,,,,3,0,3,0,0,15,15,39,,,,,,,,,,,,num_3,0.7994996,num_3,0.4,0.5,0.2,1.95,7.6411,74.50073,return,9.5944934,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,5,8.2,9.1,10,10.9,11.8,0.9,0.35,0.55,4.15,10,initial,36.05,296,328,361,393,425,9,9,9,9,9,,,,,,,3,0,3,0,0,16,16,46,,,,,,,,,,,,num_4,3.1950698,num_4,0.45,0.8,0.3,0.6,11.46165,22.9233,return,2.0718776,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,5,8.65,9.325,10,10.675,11.35,0.675,0.125,0.55,3.25,10,match,36.05,312,336,361,385,409,9,9,9,9,9,,,,,,,3,0,3,0,0,17,17,29,,,,,,,,,,,,num_4,0.9973818,num_4,0.55,1.1,0.5,0.6,19.10275,22.9233,return,2.9685101,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,3,7.8,10,12.2,0,0,2.2,1.95,0.25,4.65,10,match,36.05,281,361,440,0,0,9,9,9,0,0,,,,,,,3,0,3,0,0,18,18,37,,,,,,,,,,,,num_3,0.9750109,num_3,0.55,1.1,0.2,0.85,7.6411,32.47468,return,3.328783,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,5,8.65,9.325,10,10.675,11.35,0.675,0.425,0.25,2.95,10,match,36.05,312,336,361,385,409,9,9,9,9,9,,,,,,,3,0,3,0,0,19,19,31,,,,,,,,,,,,num_4,0.8211362,num_4,0.4,0.7,0.2,0.5,7.6411,19.10275,return,4.1787396,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,3,9.1,10,10.9,0,0,0.9,0.5,0.4,2.2,10,initial,36.05,328,361,393,0,0,9,9,9,0,0,,,,,,,3,0,3,0,0,20,20,15,,,,,,,,,,,,num_3,0.9564178,num_3,0.35,1.3,0.25,0.7,9.55138,26.74385,return,3.3457686,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,4,9.1,9.7,10.3,10.9,0,0.6,0.35,0.25,2.05,10,match,36.05,328,350,371,393,0,9,9,9,9,0,,,,,,,3,0,3,0,0,21,21,14,,,,,,,,,,,,num_4,0.8443973,num_4,0.3,0.7,0.2,0.4,7.6411,15.2822,return,1.8633197,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,3,7.8,10,12.2,0,0,2.2,1.65,0.55,4.95,10,match,36.05,281,361,440,0,0,9,9,9,0,0,,,,,,,3,0,3,0,0,22,22,35,,,,,,,,,,,,num_3,1.1993766,num_3,0.5,0.8,0.35,1.65,13.37193,63.03908,return,3.8654287,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,5,8.2,9.1,10,10.9,11.8,0.9,0.5,0.4,4,10,initial,36.05,296,328,361,393,425,9,9,9,9,9,,,,,,,3,0,3,0,0,23,23,50,,,,,,,,,,,,num_4,0.8527774,num_4,0.4,1.2,0.2,0.5,7.6411,19.10275,return,2.5115737,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,5,8.35,9.175,10,10.825,11.65,0.825,0.575,0.25,3.55,10,match,36.05,301,331,361,390,420,9,9,9,9,9,,,,,,,3,0,3,0,0,24,24,20,,,,,,,,,,,,num_4,0.7344795,num_4,0.35,1.1,0.15,0.5,5.73083,19.10275,return,2.576439,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,3,8.9,10,11.1,0,0,1.1,0.85,0.25,2.45,10,initial,36.05,321,361,400,0,0,9,9,9,0,0,,,,,,,3,0,3,0,0,25,25,2,,,,,,,,,,,,num_3,0.7228005,num_3,0.2,0.6,0.2,0.7,7.6411,26.74385,return,1.6521345,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,4,8.9,9.633333333,10.36666667,11.1,0,0.733333333,0.183333333,0.55,2.75,10,match,36.05,321,347,374,400,0,9,9,9,9,0,,,,,,,3,0,3,0,0,26,26,1,,,,,,,,,,,,num_3,1.0717072,num_3,0.2,0.6,0.45,0.6,17.19248,22.9233,return,5.2167314,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,5,8.95,9.475,10,10.525,11.05,0.525,0.125,0.4,2.5,10,match,36.05,323,342,361,379,398,9,9,9,9,9,,,,,,,3,0,3,0,0,27,27,27,,,,,,,,,,,,num_4,0.9020503,num_4,0.55,1.3,0.3,0.4,11.46165,15.2822,return,3.8495825,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,4,9.3,9.766666667,10.23333333,10.7,0,0.466666667,0.066666667,0.4,1.8,10,match,36.05,335,352,369,386,0,9,9,9,9,0,,,,,,,3,0,3,0,0,28,28,10,,,,,,,,,,,,num_4,1.8279868,num_4,0.2,1.2,0.3,0.4,11.46165,15.2822,return,7.5717513,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,3,8.2,10,11.8,0,0,1.8,1.25,0.55,4.15,10,match,36.05,296,361,425,0,0,9,9,9,0,0,,,,,,,3,0,3,0,0,29,29,47,,,,,,,,,,,,num_3,0.903917,num_3,0.25,1.3,0.5,1.6,19.10275,61.12881,return,4.875434,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,3,8.6,10,11.4,0,0,1.4,1.15,0.25,3.05,10,match,36.05,310,361,411,0,0,9,9,9,0,0,,,,,,,3,0,3,0,0,30,30,43,,,,,,,,,,,,num_3,1.92892,num_3,0.3,1.2,0.3,1.45,11.46165,55.39798,return,1.7660468,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,4,9.1,9.7,10.3,10.9,0,0.6,0.05,0.55,2.35,10,match,36.05,328,350,371,393,0,9,9,9,9,0,,,,,,,3,0,3,0,0,31,31,12,,,,,,,,,,,,num_3,1.6593528,num_3,0.5,1,0.5,0.55,19.10275,21.01303,return,4.9677594,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,3,9.1,10,10.9,0,0,0.9,0.65,0.25,2.05,10,initial,36.05,328,361,393,0,0,9,9,9,0,0,,,,,,,3,0,3,0,0,32,32,13,,,,,,,,,,,,num_3,1.9064472,num_3,0.4,1.2,0.3,0.8,11.46165,30.5644,return,3.4389447,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,3,9.1,10,10.9,0,0,0.9,0.35,0.55,2.35,10,initial,36.05,328,361,393,0,0,9,9,9,0,0,,,,,,,3,0,3,0,0,33,33,11,,,,,,,,,,,,num_3,0.9785783,num_3,0.45,1.3,0.45,0.55,17.19248,21.01303,return,4.1326246,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,5,7.8,8.9,10,11.1,12.2,1.1,0.85,0.25,4.65,10,initial,36.05,281,321,361,400,440,9,9,9,9,9,,,,,,,3,0,3,0,0,34,34,36,,,,,,,,,,,,num_4,1.0738549,num_4,0.35,1.1,0.2,0.5,7.6411,19.10275,return,3.1386889,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,4,8.35,9.45,10.55,11.65,0,1.1,0.7,0.4,3.7,10,initial,36.05,301,341,380,420,0,9,9,9,9,0,,,,,,,3,0,3,0,0,35,35,21,,,,,,,,,,,,num_4,1.9181369,num_4,0.25,0.6,0.35,0.8,13.37193,30.5644,return,3.1954277,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,5,7.8,8.9,10,11.1,12.2,1.1,0.55,0.55,4.95,10,initial,36.05,281,321,361,400,440,9,9,9,9,9,,,,,,,3,0,3,0,0,36,36,34,,,,,,,,,,,,num_4,0.7708197,num_4,0.3,0.3,0.4,1.1,15.2822,42.02605,return,4.975142,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,3,9.3,10,10.7,0,0,0.7,0.3,0.4,1.8,10,initial,36.05,335,361,386,0,0,9,9,9,0,0,,,,,,,3,0,3,0,0,37,37,9,,,,,,,,,,,,num_3,0.8876218,num_3,0.35,0.6,0.35,0.6,13.37193,22.9233,return,1.1026327,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,4,8.65,9.55,10.45,11.35,0,0.9,0.65,0.25,2.95,10,initial,36.05,312,344,377,409,0,9,9,9,9,0,,,,,,,3,0,3,0,0,38,38,30,,,,,,,,,,,,num_4,1.4608429,num_4,0.4,0.9,0.25,0.6,9.55138,22.9233,return,4.2330903,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,5,8.35,9.175,10,10.825,11.65,0.825,0.275,0.55,3.85,10,match,36.05,301,331,361,390,420,9,9,9,9,9,,,,,,,3,0,3,0,0,39,39,18,,,,,,,,,,,,num_4,0.8934477,num_4,0.25,0.4,0.4,0.9,15.2822,34.38495,return,4.1338907,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,3,8.9,10,11.1,0,0,1.1,0.55,0.55,2.75,10,initial,36.05,321,361,400,0,0,9,9,9,0,0,,,,,,,3,0,3,0,0,40,40,0,,,,,,,,,,,,num_3,1.1944476,num_3,0.45,1,0.45,0.8,17.19248,30.5644,return,1.8916389,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,3,9.3,10,10.7,0,0,0.7,0.15,0.55,1.95,10,initial,36.05,335,361,386,0,0,9,9,9,0,0,,,,,,,3,0,3,0,0,41,41,6,,,,,,,,,,,,num_3,1.0179547,num_3,0.5,0.7,0.5,0.6,19.10275,22.9233,return,1.1153166,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,5,8.6,9.3,10,10.7,11.4,0.7,0.15,0.55,3.35,10,initial,36.05,310,335,361,386,411,9,9,9,9,9,,,,,,,3,0,3,0,0,42,42,40,,,,,,,,,,,,num_4,0.8752989,num_4,0.4,0.8,0.4,0.5,15.2822,19.10275,return,2.1185794,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,4,8.65,9.55,10.45,11.35,0,0.9,0.5,0.4,3.1,10,initial,36.05,312,344,377,409,0,9,9,9,9,0,,,,,,,3,0,3,0,0,43,43,32,,,,,,,,,,,,num_4,1.2325747,num_4,0.2,0.9,0.2,0.3,7.6411,11.46165,return,2.4582016,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,3,8.2,10,11.8,0,0,1.8,1.4,0.4,4,10,match,36.05,296,361,425,0,0,9,9,9,0,0,,,,,,,3,0,3,0,0,44,44,51,,,,,,,,,,,,num_3,0.8203952,num_3,0.5,1.1,0.2,1.2,7.6411,45.8466,return,3.8110705,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,4,8.35,9.45,10.55,11.65,0,1.1,0.55,0.55,3.85,10,initial,36.05,301,341,380,420,0,9,9,9,9,0,,,,,,,3,0,3,0,0,45,45,17,,,,,,,,,,,,num_4,1.8509134,num_4,0.5,0.8,0.25,0.6,9.55138,22.9233,return,6.201203,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,4,9.3,9.766666667,10.23333333,10.7,0,0.466666667,0.216666667,0.25,1.65,10,match,36.05,335,352,369,386,0,9,9,9,9,0,,,,,,,3,0,3,0,0,46,46,8,,,,,,,,,,,,num_4,1.786511,num_4,0.55,1.3,0.2,0.4,7.6411,15.2822,return,9.3708369,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,5,8.275,9.1375,10,10.8625,11.725,0.8625,0.6125,0.25,3.7,10,match,36.05,298,329,361,392,423,9,9,9,9,9,,,,,,,3,0,3,0,0,47,47,22,,,,,,,,,,,,num_4,0.8829199,num_4,0.35,1,0.2,0.5,7.6411,19.10275,return,4.2793454,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,5,8.65,9.325,10,10.675,11.35,0.675,0.275,0.4,3.1,10,match,36.05,312,336,361,385,409,9,9,9,9,9,,,,,,,3,0,3,0,0,48,48,33,,,,,,,,,,,,num_4,1.885245,num_4,0.25,0.3,0.25,0.7,9.55138,26.74385,return,1.7881853,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,4,8.95,9.65,10.35,11.05,0,0.7,0.15,0.55,2.65,10,initial,36.05,323,348,373,398,0,9,9,9,9,0,,,,,,,3,0,3,0,0,49,49,23,,,,,,,,,,,,num_4,0.8742756,num_4,0.25,0.4,0.3,0.5,11.46165,19.10275,return,3.6703734,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,5,8.6,9.3,10,10.7,11.4,0.7,0.3,0.4,3.2,10,initial,36.05,310,335,361,386,411,9,9,9,9,9,,,,,,,3,0,3,0,0,50,50,44,,,,,,,,,,,,num_5,2.2658931,num_5,0.5,0.7,0.3,0.45,11.46165,17.19248,return,3.342195,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,3,8.525,10,11.475,0,0,1.475,1.225,0.25,3.2,10,match,36.05,307,361,414,0,0,9,9,9,0,0,,,,,,,3,0,3,0,0,51,51,45,,,,,,,,,,,,num_3,0.8535441,num_3,0.35,1.2,0.25,1.35,9.55138,51.57743,return,2.4343238,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2283.257163,2283.257163,2283.257163,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,4,8.9,9.633333333,10.36666667,11.1,0,0.733333333,0.483333333,0.25,2.45,10,match,36.05,321,347,374,400,0,9,9,9,9,0,,,,,,,4,0,4,0,0,0,0,3,,,,,,,,,,,,num_4,1.0382851,num_4,0.4,0.5,0.2,0.4,7.6411,15.2822,return,2.7667035,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,5,8.275,9.1375,10,10.8625,11.725,0.8625,0.6125,0.25,3.7,10,match,36.05,298,329,361,392,423,9,9,9,9,9,,,,,,,4,0,4,0,0,1,1,22,,,,,,,,,,,,num_4,0.798212,num_4,0.3,0.5,0.15,0.9,5.73083,34.38495,return,3.0015038,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,3,8.9,10,11.1,0,0,1.1,0.85,0.25,2.45,10,initial,36.05,321,361,400,0,0,9,9,9,0,0,,,,,,,4,0,4,0,0,2,2,2,,,,,,,,,,,,num_4,1.0736873,num_4,0.25,1,0.2,0.5,7.6411,19.10275,return,2.2433043,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,5,8.65,9.325,10,10.675,11.35,0.675,0.425,0.25,2.95,10,match,36.05,312,336,361,385,409,9,9,9,9,9,,,,,,,4,0,4,0,0,3,3,31,,,,,,,,,,,,num_5,1.7165474,num_5,0.35,0.6,0.15,0.5,5.73083,19.10275,return,2.2879829,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,3,9.1,10,10.9,0,0,0.9,0.65,0.25,2.05,10,initial,36.05,328,361,393,0,0,9,9,9,0,0,,,,,,,4,0,4,0,0,4,4,13,,,,,,,,,,,,num_3,0.8598613,num_3,0.2,1.3,0.2,0.55,7.6411,21.01303,return,3.0908217,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,5,8.65,9.325,10,10.675,11.35,0.675,0.275,0.4,3.1,10,match,36.05,312,336,361,385,409,9,9,9,9,9,,,,,,,4,0,4,0,0,5,5,33,,,,,,,,,,,,num_4,0.777645,num_4,0.5,0.6,0.25,0.5,9.55138,19.10275,return,4.5686916,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,4,9.1,9.7,10.3,10.9,0,0.6,0.35,0.25,2.05,10,match,36.05,328,350,371,393,0,9,9,9,9,0,,,,,,,4,0,4,0,0,6,6,14,,,,,,,,,,,,num_4,0.6603419,num_4,0.5,1.1,0.25,0.5,9.55138,19.10275,return,3.5530552,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,5,8.95,9.475,10,10.525,11.05,0.525,0.125,0.4,2.5,10,match,36.05,323,342,361,379,398,9,9,9,9,9,,,,,,,4,0,4,0,0,7,7,27,,,,,,,,,,,,num_4,1.937614,num_4,0.2,1.3,0.2,0.4,7.6411,15.2822,return,2.5256343,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,5,7.8,8.9,10,11.1,12.2,1.1,0.55,0.55,4.95,10,initial,36.05,281,321,361,400,440,9,9,9,9,9,,,,,,,4,0,4,0,0,8,8,34,,,,,,,,,,,,num_4,0.799534,num_4,0.4,1.1,0.4,0.7,15.2822,26.74385,return,1.8711478,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,5,7.8,8.9,10,11.1,12.2,1.1,0.85,0.25,4.65,10,initial,36.05,281,321,361,400,440,9,9,9,9,9,,,,,,,4,0,4,0,0,9,9,36,,,,,,,,,,,,num_5,1.3584242,num_5,0.4,0.8,0.25,0.65,9.55138,24.83358,return,2.654043,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,3,8.2,10,11.8,0,0,1.8,1.25,0.55,4.15,10,match,36.05,296,361,425,0,0,9,9,9,0,0,,,,,,,4,0,4,0,0,10,10,47,,,,,,,,,,,,num_3,0.8456902,num_3,0.35,1.2,0.35,1.45,13.37193,55.39798,return,1.9756502,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,4,8.65,9.55,10.45,11.35,0,0.9,0.5,0.4,3.1,10,initial,36.05,312,344,377,409,0,9,9,9,9,0,,,,,,,4,0,4,0,0,11,11,32,,,,,,,,,,,,num_3,2.6768,num_3,0.55,1.1,0.3,0.9,11.46165,34.38495,return,3.6372536,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,4,8.95,9.65,10.35,11.05,0,0.7,0.45,0.25,2.35,10,initial,36.05,323,348,373,398,0,9,9,9,9,0,,,,,,,4,0,4,0,0,12,12,24,,,,,,,,,,,,num_4,0.7981893,num_4,0.25,1.2,0.2,0.5,7.6411,19.10275,return,3.4184369,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,3,8.6,10,11.4,0,0,1.4,1.15,0.25,3.05,10,match,36.05,310,361,411,0,0,9,9,9,0,0,,,,,,,4,0,4,0,0,13,13,43,,,,,,,,,,,,num_3,0.9403899,num_3,0.35,0.6,0.2,0.85,7.6411,32.47468,return,2.4365383,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,4,8.35,9.45,10.55,11.65,0,1.1,0.7,0.4,3.7,10,initial,36.05,301,341,380,420,0,9,9,9,9,0,,,,,,,4,0,4,0,0,14,14,21,,,,,,,,,,,,num_4,0.859792,num_4,0.5,0.6,0.35,0.8,13.37193,30.5644,return,2.8823776,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
,,,,,,,,,,,,,,,,4,8.65,9.55,10.45,11.35,0,0.9,0.65,0.25,2.95,10,initial,36.05,312,344,377,409,0,9,9,9,9,0,,,,,,,4,0,4,0,0,15,15,30,,,,,,,,,,,,num_4,0.8455154,num_4,0.25,0.4,0.15,0.8,5.73083,30.5644,return,3.0944607,,,,,,,,,,,,,,,,,720,25,male,up_down_width,2024-08-29_10h34.03.935,exp1,2023.1.0,60.1592777
