"","amount_p","posx1_p","posx2_p","posx3_p","posx4_p","posx5_p","center_to_center_p","edge_to_edge_p","w_p","stim_lengt_p","eccentricity_p","line1_p","line2_p","line3_p","line4_p","line5_p","amount","posx1","posx2","posx3","posx4","posx5","center_to_center","edge_to_edge","w","stim_length","eccentricity","trial_type","deg_to_pix_index","posx1_in_pix","posx2_in_pix","posx3_in_pix","posx4_in_pix","posx5_in_pix","line1","line2","line3","line4","line5","posx","setsize_cobdi","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","blocks.thisRepN","blocks.thisTrialN","blocks.thisN","blocks.thisIndex","loop.thisRepN","loop.thisTrialN","loop.thisN","loop.thisIndex","first.thisRepN","first.thisTrialN","first.thisN","first.thisIndex","second.thisRepN","second.thisTrialN","second.thisN","second.thisIndex","key_resp_3.started","key_resp_3.keys","key_resp_3.rt","key_resp.keys","key_resp.rt","response","starting_width_deg","starting_space_deg","response_width_degree","response_spacing_degree","response_width_pixel","response_spacing_pixel","next_5.keys","next_5.rt","key_resp_4.keys","key_resp_4.rt","text_3.started","text_4.started","key_resp_2.started","text_2.started","key_resp_2.keys","key_resp_2.rt","adjusting.started","next.keys","next.rt","text_control2.started","key_resp.started","key_resp.corr","text_bye.started","text_bye.stopped","participant","age","gender","resp_group","date","expName","psychopyVersion","frameRate","...100"
"115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8.9,9.63333333333333,10.3666666666667,11.1,0,0.733333333333333,0.183333333333333,0.55,2.75,10,"match",36.05,321,347,374,400,0,9,9,9,9,0,NA,NA,NA,NA,NA,NA,1,0,1,0,0,50,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_2",2.85219259999576,"num_2",0.2,0.6,0.65,1,24.83358,38.2055,"return",4.62507729999197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.8,8.9,10,11.1,12.2,1.1,0.85,0.25,4.65,10,"initial",36.05,281,321,361,400,440,9,9,9,9,9,NA,NA,NA,NA,NA,NA,1,0,1,0,0,51,51,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_5",2.38524950000283,"num_5",0.35,0.7,0.2,0.7,7.6411,26.74385,"return",3.25870700000087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1815.0751342,1815.0751342,1815.0751342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8.35,9.45,10.55,11.65,0,1.1,0.7,0.4,3.7,10,"initial",36.05,301,341,380,420,0,9,9,9,9,0,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",1.38044599999557,"num_3",0.45,1.2,0.4,1.1,15.2822,42.02605,"return",8.23512450000271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8.65,9.55,10.45,11.35,0,0.9,0.35,0.55,3.25,10,"initial",36.05,312,344,377,409,0,9,9,9,9,0,NA,NA,NA,NA,NA,NA,2,0,2,0,0,1,1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",1.87121850000403,"num_3",0.45,1,0.55,1,21.01303,38.2055,"return",3.41124569998647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9.1,9.7,10.3,10.9,0,0.6,0.05,0.55,2.35,10,"match",36.05,328,350,371,393,0,9,9,9,9,0,NA,NA,NA,NA,NA,NA,2,0,2,0,0,2,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",1.84924169999431,"num_3",0.35,0.5,0.7,0.75,26.74385,28.65413,"return",11.373154099987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9.3,10,10.7,0,0,0.7,0.45,0.25,1.65,10,"initial",36.05,335,361,386,0,0,9,9,9,0,0,NA,NA,NA,NA,NA,NA,2,0,2,0,0,3,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",2.82384969999839,"num_3",0.4,0.5,0.2,0.65,7.6411,24.83358,"return",5.79487550001068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7.8,10,12.2,0,0,2.2,1.95,0.25,4.65,10,"match",36.05,281,361,440,0,0,9,9,9,0,0,NA,NA,NA,NA,NA,NA,2,0,2,0,0,4,4,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",1.38178429999971,"num_3",0.2,0.7,0.2,1.55,7.6411,59.21853,"return",5.51278489999822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8.2,9.1,10,10.9,11.8,0.9,0.5,0.4,4,10,"initial",36.05,296,328,361,393,425,9,9,9,9,9,NA,NA,NA,NA,NA,NA,2,0,2,0,0,5,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_4",3.39458799999557,"num_4",0.2,0.7,0.35,0.8,13.37193,30.5644,"return",7.61925509999855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8.6,9.3,10,10.7,11.4,0.7,0.3,0.4,3.2,10,"initial",36.05,310,335,361,386,411,9,9,9,9,9,NA,NA,NA,NA,NA,NA,2,0,2,0,0,6,6,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_4",3.5140481999988,"num_4",0.45,1.2,0.35,0.8,13.37193,30.5644,"return",6.28171489998931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8.525,10,11.475,0,0,1.475,1.225,0.25,3.2,10,"match",36.05,307,361,414,0,0,9,9,9,0,0,NA,NA,NA,NA,NA,NA,2,0,2,0,0,7,7,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_2",1.51786309998715,"num_2",0.4,1,0.2,1.3,7.6411,49.66716,"return",3.54741089999152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9.3,10,10.7,0,0,0.7,0.3,0.4,1.8,10,"initial",36.05,335,361,386,0,0,9,9,9,0,0,NA,NA,NA,NA,NA,NA,2,0,2,0,0,8,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_2",1.29576969999471,"num_2",0.5,1.6,0.4,0.8,15.2822,30.5644,"return",4.37204590000329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9.3,9.76666666666667,10.2333333333333,10.7,0,0.466666666666667,0.0666666666666667,0.4,1.8,10,"match",36.05,335,352,369,386,0,9,9,9,9,0,NA,NA,NA,NA,NA,NA,2,0,2,0,0,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_2",4.48946269998851,"num_2",0.5,0.6,0.5,0.6,19.10275,22.9233,"return",1.37780319999729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9.3,10,10.7,0,0,0.7,0.15,0.55,1.95,10,"initial",36.05,335,361,386,0,0,9,9,9,0,0,NA,NA,NA,NA,NA,NA,2,0,2,0,0,10,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_2",1.28458629999659,"num_2",0.2,1.4,0.55,0.8,21.01303,30.5644,"return",8.85645409999415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8.6,10,11.4,0,0,1.4,1.15,0.25,3.05,10,"match",36.05,310,361,411,0,0,9,9,9,0,0,NA,NA,NA,NA,NA,NA,2,0,2,0,0,11,11,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_2",1.21003020000353,"num_2",0.2,0.8,0.25,1.3,9.55138,49.66716,"return",4.48388040000282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8.2,9.1,10,10.9,11.8,0.9,0.35,0.55,4.15,10,"initial",36.05,296,328,361,393,425,9,9,9,9,9,NA,NA,NA,NA,NA,NA,2,0,2,0,0,12,12,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_4",2.31596010000794,"num_4",0.4,1,0.45,1,17.19248,38.2055,"return",3.14727009998751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8.6,9.3,10,10.7,11.4,0.7,0.45,0.25,3.05,10,"initial",36.05,310,335,361,386,411,9,9,9,9,9,NA,NA,NA,NA,NA,NA,2,0,2,0,0,13,13,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_4",2.46584949998942,"num_4",0.45,1.2,0.25,1,9.55138,38.2055,"return",3.52865519998886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9.1,9.7,10.3,10.9,0,0.6,0.2,0.4,2.2,10,"match",36.05,328,350,371,393,0,9,9,9,9,0,NA,NA,NA,NA,NA,NA,2,0,2,0,0,14,14,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",1.32085509998433,"num_3",0.3,1.2,0.35,0.8,13.37193,30.5644,"return",4.65299419999064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9.1,9.7,10.3,10.9,0,0.6,0.35,0.25,2.05,10,"match",36.05,328,350,371,393,0,9,9,9,9,0,NA,NA,NA,NA,NA,NA,2,0,2,0,0,15,15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",1.27973749999364,"num_3",0.3,0.9,0.25,0.9,9.55138,34.38495,"return",1.91169139998965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8.2,9.1,10,10.9,11.8,0.9,0.65,0.25,3.85,10,"initial",36.05,296,328,361,393,425,9,9,9,9,9,NA,NA,NA,NA,NA,NA,2,0,2,0,0,16,16,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_5",2.64905419999559,"num_5",0.3,1.2,0.25,0.8,9.55138,30.5644,"return",12.2212050999951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9.1,10,10.9,0,0,0.9,0.35,0.55,2.35,10,"initial",36.05,328,361,393,0,0,9,9,9,0,0,NA,NA,NA,NA,NA,NA,2,0,2,0,0,17,17,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_2",2.98337560000073,"num_2",0.5,1.2,0.55,1,21.01303,38.2055,"return",5.93517810000048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8.2,10,11.8,0,0,1.8,1.4,0.4,4,10,"match",36.05,296,361,425,0,0,9,9,9,0,0,NA,NA,NA,NA,NA,NA,2,0,2,0,0,18,18,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_2",1.50336269999389,"num_2",0.55,1.4,0.35,1.7,13.37193,64.94936,"return",5.39088540000375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8.2,10,11.8,0,0,1.8,1.55,0.25,3.85,10,"match",36.05,296,361,425,0,0,9,9,9,0,0,NA,NA,NA,NA,NA,NA,2,0,2,0,0,19,19,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",1.73519849999866,"num_3",0.2,0.7,0.35,1.25,13.37193,47.75688,"return",5.2919372000033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9.3,9.76666666666667,10.2333333333333,10.7,0,0.466666666666667,0.216666666666667,0.25,1.65,10,"match",36.05,335,352,369,386,0,9,9,9,9,0,NA,NA,NA,NA,NA,NA,2,0,2,0,0,20,20,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",1.35123280000698,"num_3",0.25,0.3,0.25,0.7,9.55138,26.74385,"return",3.98295170000347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8.95,9.65,10.35,11.05,0,0.7,0.3,0.4,2.5,10,"initial",36.05,323,348,373,398,0,9,9,9,9,0,NA,NA,NA,NA,NA,NA,2,0,2,0,0,21,21,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",1.28294599999208,"num_3",0.25,1.2,0.4,0.75,15.2822,28.65413,"return",8.26514019999013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.8,8.9,10,11.1,12.2,1.1,0.85,0.25,4.65,10,"initial",36.05,281,321,361,400,440,9,9,9,9,9,NA,NA,NA,NA,NA,NA,2,0,2,0,0,22,22,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_4",2.17362379998667,"num_4",0.45,1.1,0.25,1.1,9.55138,42.02605,"return",2.12987919998705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8.9,9.63333333333333,10.3666666666667,11.1,0,0.733333333333333,0.483333333333333,0.25,2.45,10,"match",36.05,321,347,374,400,0,9,9,9,9,0,NA,NA,NA,NA,NA,NA,2,0,2,0,0,23,23,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",1.70965330000035,"num_3",0.4,1.3,0.25,1.1,9.55138,42.02605,"return",4.63269610000134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8.65,9.325,10,10.675,11.35,0.675,0.275,0.4,3.1,10,"match",36.05,312,336,361,385,409,9,9,9,9,9,NA,NA,NA,NA,NA,NA,2,0,2,0,0,24,24,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_4",4.45604839999578,"num_4",0.3,0.4,0.3,0.8,11.46165,30.5644,"return",3.82899859998724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8.95,9.65,10.35,11.05,0,0.7,0.45,0.25,2.35,10,"initial",36.05,323,348,373,398,0,9,9,9,9,0,NA,NA,NA,NA,NA,NA,2,0,2,0,0,25,25,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",1.36801849999756,"num_3",0.4,0.5,0.25,0.75,9.55138,28.65413,"return",7.91987730000983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8.6,9.3,10,10.7,11.4,0.7,0.15,0.55,3.35,10,"initial",36.05,310,335,361,386,411,9,9,9,9,9,NA,NA,NA,NA,NA,NA,2,0,2,0,0,26,26,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_4",2.98270540000522,"num_4",0.25,0.6,0.6,0.7,22.9233,26.74385,"return",9.01903869998932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7.8,10,12.2,0,0,2.2,1.8,0.4,4.8,10,"match",36.05,281,361,440,0,0,9,9,9,0,0,NA,NA,NA,NA,NA,NA,2,0,2,0,0,27,27,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",1.44740109999839,"num_3",0.2,0.9,0.55,1.25,21.01303,47.75688,"return",7.89694940000481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8.275,9.1375,10,10.8625,11.725,0.8625,0.6125,0.25,3.7,10,"match",36.05,298,329,361,392,423,9,9,9,9,9,NA,NA,NA,NA,NA,NA,2,0,2,0,0,28,28,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_4",1.83244140000897,"num_4",0.4,0.5,0.3,0.9,11.46165,34.38495,"return",3.72526099999959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8.95,9.65,10.35,11.05,0,0.7,0.15,0.55,2.65,10,"initial",36.05,323,348,373,398,0,9,9,9,9,0,NA,NA,NA,NA,NA,NA,2,0,2,0,0,29,29,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_4",3.55313879999449,"num_4",0.3,0.4,0.55,0.7,21.01303,26.74385,"return",4.3962601999956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9.1,10,10.9,0,0,0.9,0.65,0.25,2.05,10,"initial",36.05,328,361,393,0,0,9,9,9,0,0,NA,NA,NA,NA,NA,NA,2,0,2,0,0,30,30,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_2",1.30158970000048,"num_2",0.25,0.8,0.25,0.9,9.55138,34.38495,"return",4.27139680000255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8.65,9.55,10.45,11.35,0,0.9,0.5,0.4,3.1,10,"initial",36.05,312,344,377,409,0,9,9,9,9,0,NA,NA,NA,NA,NA,NA,2,0,2,0,0,31,31,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",1.32692999999563,"num_3",0.45,0.5,0.4,0.75,15.2822,28.65413,"return",3.22354770000675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8.35,9.45,10.55,11.65,0,1.1,0.85,0.25,3.55,10,"initial",36.05,301,341,380,420,0,9,9,9,9,0,NA,NA,NA,NA,NA,NA,2,0,2,0,0,32,32,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_3",1.09149349998916,"num_3",0.45,0.5,0.2,0.85,7.6411,32.47468,"return",5.21780969998508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8.9,10,11.1,0,0,1.1,0.55,0.55,2.75,10,"initial",36.05,321,361,400,0,0,9,9,9,0,0,NA,NA,NA,NA,NA,NA,2,0,2,0,0,33,33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_2",1.40073409999604,"num_2",0.4,0.6,0.5,1,19.10275,38.2055,"return",6.97201369999675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8.35,9.175,10,10.825,11.65,0.825,0.575,0.25,3.55,10,"match",36.05,301,331,361,390,420,9,9,9,9,9,NA,NA,NA,NA,NA,NA,2,0,2,0,0,34,34,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_4",2.34832419999293,"num_4",0.45,0.7,0.25,0.7,9.55138,26.74385,"return",2.15417789999628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
"153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.8,8.9,10,11.1,12.2,1.1,0.55,0.55,4.95,10,"initial",36.05,281,321,361,400,440,9,9,9,9,9,NA,NA,NA,NA,NA,NA,2,0,2,0,0,35,35,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"num_5",4.13879619998625,"num_5",0.45,1,0.4,0.9,15.2822,34.38495,"return",3.56870559998788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,21,"female","left_right_width","2024-08-27_12h59.14.923","exp1","2023.1.0",60.0698371965243,NA
